mag_id	B0101	B0102	B0103	B0104	B0105	B0106	B0204	B0205	B0206	B0207	B0208	B0209	B0210	B0211	B0212	B0213	B0214	B0215	B0216	B0217	B0218	B0219	B0220	B0221	B0302	B0303	B0307	B0309	B0310	B0401	B0402	B0403	B0501	B0604	B0605	B0601	B0602	B0603	B0701	B0702	B0703	B0704	B0705	B0706	B0707	B0708	B0709	B0710	B0711	B0712	B0801	B0802	B0803	B0804	B0901	B0902	B0903	B1004	B1006	B1008	B1011	B1012	B1014	B1021	B1022	B1024	B1026	B1028	B1029	B1041	B1042	D0101	D0102	D0103	D0104	D0201	D0202	D0203	D0204	D0205	D0206	D0207	D0208	D0209	D0210	D0211	D0212	D0213	D0301	D0302	D0303	D0304	D0305	D0306	D0307	D0308	D0309	D0310	D0401	D0402	D0403	D0404	D0405	D0406	D0407	D0408	D0501	D0502	D0503	D0504	D0505	D0506	D0507	D0508	D0509	D0510	D0511	D0512	D0513	D0516	D0517	D0518	D0601	D0602	D0603	D0604	D0606	D0607	D0608	D0609	D0610	D0611	D0612	D0613	D0701	D0702	D0704	D0705	D0706	D0708	D0709	D0801	D0802	D0804	D0805	D0806	D0807	D0808	D0809	D0810	D0811	D0812	D0813	D0814	D0815	D0816	D0817	D0818	D0819	D0901	D0902	D0903	D0904	D0905	D0906	D0907	D0908	D0910	D0911	D0912
cmag_713	1	0.94	1	0.5	0.75	0.75	0.33	0.8	1	0.86	1	1	1	1	1	1	0	1	1	0.5	0.5	0	0	1	0	0.4	0.5	0	0.1	0.67	0.33	0.67	0.33	1	1	0.35	1	0.35	1	1	0.43	0.35	1	0.43	0.8	0.81	0	0	0.1	0.1	0	1	1	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.29	0.17	0.44	0	0.43	0.21	0.31	0.12	0	0.71	0	0	0.67	0	0	0	1	0	0	0.5	0	0.04	0	0	0.08	0.33	0	0	0	1	1	0	0	0.67	0.5	0.17	0	0.5	0	0.5	0	0	0	0	0	0	1	0	0.5	0	0	0	0.33	0.33	0	0	0	0	1	0	0.5	0	0.25	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0.17	0	0	0	1	0	0.1	1	0	1	0	0	1	0
cmag_714	1	0.89	1	0.5	0.75	0.75	0.67	1	1	0.71	0.35	0.6	0.43	0.86	0.33	1	0	0.22	0.1	0.5	0.5	0	0.17	0.1	0	0.4	0.6	0	0.1	1	0.67	0.5	0	1	0	0.2	0.33	0.16	0.12	0.43	0.1	0.16	0.17	0.1	0.2	0.24	0	0	0.1	0.1	0	1	0.8	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0	0.2	0.15	0.15	0.43	0.42	0	0.1	0.27	0.29	0.25	0.12	0	0.24	0.27	0	0.33	0	0.1	0	0	0	0	0.5	1	0	0	0	0.08	0	0	0	0	1	0	0	0	0.67	0.5	0.33	0	0.6	0	0.2	0	0	0	0	0	0.1	0	0	1	0.67	0	0	0	0.33	0	0	0.1	0	1	1	0.5	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	1	0	1	0	1	1	0
cmag_715	1	1	1	0.5	0.5	0.75	0.67	0.6	1	0.57	1	1	1	0.93	1	1	0	0.83	0.93	0.5	0.5	0	0	1	0	0.2	0.6	0	0.1	1	0.67	0.67	0.33	1	1	0.41	1	0.41	1	0.43	0.43	0.35	0.17	0.43	0.8	0.96	0	0	0.1	0.1	0	1	1	0.77	0.14	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0	0	0.07	0.08	0.43	0.42	0.19	0.24	0.27	0.21	0.25	0.12	0	0.24	0.1	0	0.77	0	0.6	0.5	1	0.75	0.85	0.5	0.43	0	0	0	0.08	0	0	0	0	0	1	0	0	0.33	0.5	0.22	0	1	0	0.5	0	0	0	0	0	0.1	0	0	1	0.33	0.25	0.33	0.33	0	0	0	0.1	0	0.5	1	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.1	0	0	0	0	0	0.1	1	0	1	0	1	1	0
cmag_716	0.3	0.2	0.1	0.1	0.1	0.2	0.2	0.2	0.43	0.49	0.3	0.3	0.3	0.31	0.2	0.3	0.1	0.2	0.3	0.1	0.2	0	0.1	0.2	0	0.1	0.2	0	0.1	0.77	0.43	0.43	0.5	0.1	0.1	0.2	0.2	0.2	0.4	0.28	0.1	0.2	0.1	0.2	0.2	0.2	0	0	0.1	0.1	0	0.2	0.2	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.17	0.18	0	0.42	0.1	0.2	0.2	0.24	0.25	0.22	0	0.34	0.2	0	0.2	0	0.1	0.1	0.1	0.1	0.1	0.35	0.1	0.04	0	0	0.08	0.33	0	0	0	0.2	0.2	0	0	0.1	0.1	0.1	0	0.33	0	0.2	0.1	0.1	0	0	0.1	0.1	0.1	0	0.3	0	0	0	0.1	0	0	0	0.2	0	0	0.2	0.26	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	1	0	0.2	0.1	0.2	1	0
cmag_717	0.58	1	1	1	1	0.6	0.77	1	1	0.67	1	1	0.87	1	0.2	1	0	0.2	0.45	0.6	0.6	0	0.1	0.2	0	0.5	1	0	0.1	0.33	0.43	0.33	0	1	1	0.45	0.45	0.45	0.53	1	0.1	1	0.27	0.87	0.65	0.34	0	0	0.1	0.1	0	1	1	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.17	0	0.17	0.18	0.43	0.42	0.1	0.1	0.2	0.24	0.25	0.22	0	0.24	0.1	0	0.1	0	0.35	0.6	0.1	0.25	0.1	0.35	0.43	0	0.12	0.33	0.5	0	0	0.03	0	1	1	0	0	0.67	0.6	0.32	0	1	0	0.2	0	0.1	0	0	0.27	0.1	0	0	0.7	0	0	0	0	0	0	0	1	0	1	0.2	0.6	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	1	0	0	0.1	0	0	0.1	0.1	0.1	0.1	0
cmag_718	1	0.5	1	0.8	0.9	1	0.73	1	1	0.97	0.85	1	0.7	0.97	1	1	0.1	1	0.4	0.55	0.55	0	0.43	1	0	0.3	0.5	0	0.1	0.21	0.53	0.6	0.43	0.2	0.3	0.8	1	0.74	1	0.75	0.2	0.46	0.37	0.3	1	0.54	0	0	0.1	0.16	0	0.6	0.6	0.73	0	0	0	0.27	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0.1	0.35	0.1	0.5	0.25	0.51	0.53	0.85	0.16	0.54	1	0.56	0.61	0.45	0.1	0.59	0.47	0	0.3	0	0.1	0.2	1	0.35	0.45	0.8	0.2	0	0	0	0.08	0	0	0	0	0.5	1	0	0	0.53	0.8	0.49	0	0.65	0	0.8	0.1	0.14	0	0	0.43	0.1	0.1	0	1	0	0	0	0.1	0.1	0	0	0.3	0	0	0.9	0.1	0.1	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.24	0.1	0	0	0.1	0	0	0.1	0.1	0	1	0.3	1	0.2	0
cmag_719	1	1	1	1	1	1	0.67	0.2	0.5	0.43	1	1	1	0.93	1	0.5	1	1	0.58	0.5	0.5	0	0.17	0.4	0	0.2	0.5	0	0	0.67	0.83	0.67	0	1	1	0.8	1	0.6	1	1	0.33	1	1	1	0.95	0.96	0	0.32	0.56	0.11	0	1	1	0.67	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0.2	0.15	0.38	0.57	0.42	0.12	0.86	0.83	0.29	0.31	0.25	0.25	0.86	0.5	0	0.33	0	0	0.5	0.5	0	0	0.75	0	0.16	0	0.02	0.08	0	0	0.03	0	1	1	0	0	0.33	0.5	0.22	0	0.5	0	1	1	1	0	0	0.5	0	1	0	0.5	0	0	0	0	0	0	0	1	0	0	1	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0	0	0	1	0	0	0.1	0	0	1	1	1	0	0
cmag_720	1	0.94	1	0.6	0.75	0.75	0.33	0.7	1	0.71	1	1	1	0.86	1	1	0	1	0.77	0.25	0.35	0	0	1	0	0.2	0.1	0	0.1	1	0.77	0.67	0.33	0	1	0.35	1	0.35	0.2	0.43	0.43	0.35	0.17	0.1	0.7	0.24	0	0	0.1	0.1	0	1	1	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.15	0.31	0.43	0.42	0.62	0.96	0.43	0.36	0.41	0.35	0	0.24	0.6	0	0.1	0	0.1	0.1	0	0	0.85	0.5	0.1	0.04	0	0	0.08	0.33	0	0	0	1	1	0	0	0.67	0.5	0.17	0	0.1	0	0.6	0	0.1	0	0	0	0.1	0	0	0.1	0	0	0	0.33	0.33	0	0	0.1	0	1	0.1	0.6	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	1	0	0.1	0	0	1	0
cmag_721	1	1	1	0.6	0.75	0.85	0.77	1	1	0.96	0.45	1	1	1	1	1	0	1	0.37	0.6	0.6	0	0.17	1	0	0.5	0.6	0	0.1	0.67	0.57	0.33	0.33	1	1	0.35	1	0.35	0.22	0.43	0.1	0.26	0.17	0.1	0.5	1	0	0	0.1	0.1	0	1	0.9	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.3	0.2	0.3	0.46	0.43	0.42	0.29	0.96	0.93	0.53	0.87	0.35	0.38	0.96	0.6	0	0.43	0	0.1	0.6	0.6	0	0.1	0.5	0.1	0	0	0	0.08	0	0	0	0	1	0.1	0	0	0.33	0.6	0.27	0.04	1	0	0.6	0	0.1	0	0	0	0.1	0	0	1	0	0	0	0.33	0	0	0	0.1	0	0	1	0.26	0	0.1	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0.14	0.27	0	0	0	0	0	0.1	1	0	1	1	1	1	0
cmag_722	1	0.89	1	0.6	0.5	0.85	0.77	1	0.43	0.81	1	1	1	1	0.43	1	0	0.27	0.2	0.6	0.6	0	0	0.1	0	0.5	0.6	0	0.1	1	0.77	0.67	0	0.1	0.1	0.35	0.43	0.35	0.22	0.35	0.1	0.26	0.17	0.1	0.3	0.49	0	0	0.1	0.16	0	1	0.9	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.1	0	0.15	0.31	0.29	0.25	0.22	0.39	0.93	0.39	0.33	0.35	0	0.39	0.43	0	0.1	0	0.1	0.6	0.1	0	0.1	0.5	0.6	0.04	0	0	0.08	0.33	0	0	0	1	1	0	0	0.67	0.6	0.27	0	0.77	0	0.2	0	0.1	0	0	0	0.1	0	0	1	0	0	0	0.33	0	0	0	0.1	0	1	1	0.6	0.5	0.35	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.27	0	0	1	0	0	0.1	0	0	1	0.1	1	0.1	0
cmag_723	1	1	1	0.5	0.75	0.75	0.67	1	1	0.71	0.85	1	1	0.93	1	1	0	1	0.27	0.5	0.5	0	0.33	1	0	0.4	0.6	0	0.1	1	1	0.77	0.33	0	1	0.48	1	0.67	0.6	1	0.1	1	0.17	1	0.6	0.1	0	0	0.1	0.1	0	1	0.8	1	0	0	0.33	0.17	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.1	0	0	0.07	0.15	0.43	0.42	0.06	0.96	0.1	0.14	0.33	0.12	0	0.24	0.6	0	0	0	0.1	0	0.5	0	0	0.75	0.1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0.6	0	0.5	0	0.14	0	0	0.17	0.1	0	0	0.1	0	0	0	0.33	0	0	0	0.1	0	0	0.6	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	1	0	0	0.1	0
cmag_724	1	0.94	1	0.6	0.75	0.85	0.77	0.9	0.6	0.81	1	1	1	1	1	1	0	0.96	0.37	0.6	0.6	0	0	1	0	0.5	1	0	0.1	0.67	0.43	0.67	0	1	0.1	0.35	1	0.35	1	0.43	0.1	0.16	0.17	0.43	0.3	0.39	0	0	0.1	0.1	0	1	1	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.3	0.46	0.43	0.75	0.41	0.96	0.93	0.43	0.95	0.35	0.25	0.96	0.77	0	0.77	0	0.1	0.6	0.5	0	1	0.75	0.1	0.04	0	0	0.08	0.33	0	0	0	1	1	0	0	0.33	0.5	0.17	0	1	0	0.2	0	0.14	0	0	0	0.1	0	0	1	0	0	0	0.33	0.33	0	0	0.1	0	0	1	0.26	0.5	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.1	0	0	1	0	0	0.1	0	0	1	0	1	0.1	0
cmag_725	1	1	1	0.6	0.6	0.6	0.77	1	1	0.81	1	1	1	1	0.53	1	0	1	0.2	0.6	0.6	0	0.43	0.2	0	0.5	1	0	0.1	0.33	0.29	0.33	0	0.1	1	0.6	0.6	0.58	1	0.95	0.1	0.45	0.27	0.2	0.9	1	0.25	0.14	0.21	0.1	0	1	1	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.35	0.1	0.2	0.17	0.18	0.29	0.42	0.1	0.2	0.2	0.24	0.25	0.22	0	0.24	0.1	0	0.1	0	0.35	0.1	0.6	0.25	0.1	0.35	0.1	0	0	0	0.08	0	0	0	0	1	1	0	1	0.33	0.6	0.43	0.04	1	0	0.1	0	0.14	0	0	0.27	0.1	0	0	0.7	0	0	0	0.43	0.33	0	0	0.2	0	0	1	0.1	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	0	0	1	0.1	0.1	0.1	0
cmag_726	0.5	0.4	1	0.2	0.55	0.3	0.3	0.7	0.43	0.87	0.5	0.6	0.6	0.9	0.4	0.5	0.1	0.4	0.4	0.2	0.2	0	0.1	0.4	0	0.3	0.4	0	0.1	1	0.77	0.6	0.1	1	0.2	0.3	0.4	0.3	0.6	0.48	0.2	0.3	0.1	0.3	0.5	0.3	0	0	0.1	0.1	0	0.4	0.5	0.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.67	0.1	0.1	0.44	0.3	0.1	0.2	0.2	0.1	0.2	0.2	0	0.2	0	0.1	0.2	0.2	0.1	0.2	0.2	0.1	0	0	0	0.08	0	0	0	0	0.4	0.4	0	0	0.43	0.2	0.1	0	0.4	0	0.2	0.1	0.1	0	0	0.1	0.1	0.1	0	0.4	0	0	0	0.1	0.1	0	0	0.2	0	1	0.3	0.6	0.1	0.35	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	1	0	0.4	0.2	0.3	1	0
cmag_727	1	0.94	1	0.1	0.75	0.75	0.33	0.7	0.6	0.43	0.35	0.2	0.1	0.93	0.1	0.6	1	0.16	0.1	0	0.1	0	0	0.1	0	0.4	1	0	0.1	1	0.77	0.33	0.5	0	0	0.5	0.5	0.35	1	0.43	0.1	0.16	0	0.77	0.5	1	0.25	0	0.1	0.1	0	1	0.81	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.07	0.08	0	0.42	0.1	0.1	0.1	0.14	0.25	0.22	0	0.24	0.1	0	0.1	0	0.1	0.1	0	0	0.1	0	0.1	0	0	0	0.08	0	0	0	0	1	0	0	1	0.33	0.5	0.22	0	1	1	0.5	1	0.14	0	0	0	0.1	0	0	0.6	0.5	0	0	0.33	0	0	0	0.1	0	0	0.6	0.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0.1	1	0	1	0	1	1	0
cmag_728	0.88	0.94	1	0.5	0.75	0.75	0.33	1	0.5	0.86	1	1	1	0.93	1	1	0	0	0.1	0.5	0.5	0	0	1	0	0.4	0.6	0	0.1	1	0.67	0.75	0	0	1	0.35	1	0.35	1	0.33	0.1	0.35	0.17	0.1	0.4	1	0	0	0.1	0.1	0	1	1	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.15	0.38	0.43	0.42	0.44	0.96	0.93	0.36	0.64	0.25	0.25	0.96	0.5	0	0.33	0	0.5	0.5	0.5	0.75	0.75	0.5	0.1	0	0	0	0.08	0	0	0	0	1	1	0	0	0.67	0.5	0.17	0	1	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0	0.33	0	0	0	0.1	0	1	1	0.5	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	1	0	1	0	0	1	0
cmag_729	1	1	1	0.5	0.75	0.75	0.67	1	1	0.86	0.25	0.2	0.43	1	0.67	1	0	1	0.27	0.5	0.5	0	0.33	0	0	0.4	1	0	0.1	0.67	0.33	0.33	0.5	1	0	0.5	0.67	0.48	1	0.25	0.43	0.16	0.17	0.77	0.4	1	0	0	0.1	0.1	0	1	1	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.12	0.2	0.2	0	0	0.29	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0.25	0	0.5	0	0	0	0	0.08	0	0	0	0	1	0	0	0	0.33	0.5	0.17	0.08	1	0	0.2	0	1	0	0	0.17	0	0	0	0.1	0	0	0	0.33	0.33	0	0	0	0	0.5	1	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43	0	0	0	0	0	0	0.1	0	0	1	1	1	0	0
cmag_730	0.3	0.2	0.1	0.2	0.2	0.45	0.2	0.2	0.2	0.2	0.3	0.4	0.4	0.2	0.63	0.3	0.1	0.36	0.3	0.2	0.2	0	0.1	0.3	0	0.1	0.3	0	0.1	0.77	0.43	0.43	0.1	0.1	0.1	0.2	0.63	0.2	0.4	0.3	0.1	0.2	0.1	0.2	0.4	0.3	0	0	0.1	0.1	0	0.2	0.3	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.17	0.18	0	0.35	0.1	0.2	0.2	0.31	0.43	0.22	0	0.34	0.2	0	0.2	0	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.04	0	0	0.08	0.33	0	0	0	0.2	0.3	0	0	0.1	0.1	0.1	0	0.3	0	0.2	0.1	0.1	0	0	0.1	0.1	0.1	0	0.3	0	0	0	0.1	0	0	0	0.2	0	0	0.2	0.26	0.5	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0.1	0	0	1	0	0	0.1	0	0	0.2	0.1	0.2	0.1	0
cmag_731	1	1	1	0.5	0.75	0.75	0.33	0.6	0.5	0.71	1	1	0.43	0.86	0.1	1	0	0.06	0.1	0.5	0.5	0	0.33	0	0	0.2	0.5	0	0.1	1	0.67	0.67	0.33	1	1	0.41	0.41	0.41	0.12	0.33	0.43	0.35	0.17	0.77	0.8	1	0	0	0.1	0	0	1	1	0.67	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.29	0	0.06	0.14	0.17	0.07	0	0	0	0	0	0	0.33	0	0	1	1	0	0	0.5	0	0.04	0	0	0.08	0.33	0	0	0	1	1	0	0	0.67	0.5	0.22	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0.33	0	0	0	0	0	1	0.5	0.5	0.5	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	1	0	1	0	0
cmag_732	1	1	1	0.5	0.5	0.75	0.67	0.6	1	0.71	1	1	1	0.93	1	0.6	0	0.83	0.43	0.5	0.5	0	0	1	0	0.2	1	0	0.1	1	0.67	0.67	0.33	1	0	0.41	1	0.41	0.25	1	0.43	0.35	0.17	1	0.4	0.96	0	0	0.1	0.1	0	1	1	0.77	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0	0	0.15	0.23	0.43	0.25	0.19	0.96	0.27	0.29	0.41	0.12	0	0.24	0.6	0	0.43	0	0.1	0	0	0	0.6	0.5	0.1	0	0	0	0.08	0	0	0	0	1	1	0	0	0.33	0.5	0.22	0	1	0.5	1	0	0	0	0	0	0.1	0	0	0.1	0	0.25	0.33	0.33	0	0	0	0.1	0	0.5	1	0.26	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0.14	0.27	0	0	0	0	0	0.1	0	0	1	1	1	0.1	0
cmag_733	1	1	1	1	1	1	0.33	0.6	0.17	0.86	1	1	1	0.86	1	0.75	0	0.92	0.17	0.5	0.5	0	0	0.6	0	0.2	0.5	0	0	0.67	0.33	0.6	0	1	1	0.8	1	0.62	1	1	0	1	0.5	0.67	1	0.14	0	0	0.83	0.33	0	1	1	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.23	0.57	0.42	0.12	0.86	0.83	0.29	0.38	0.25	0	0.14	0.5	0	0	0	0	0.5	0	0	0	0.75	0	0	0	0	0.08	0	0	0	0	1	0	0	0	0.33	0.5	0.22	0	0.5	0	0.5	0	0	0	0	0	0	0	0.33	0.5	0	0	0	0	0	0	0	1	0	0	0	0.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
cmag_734	1	0.72	1	0.6	0.75	0.85	0.77	0.7	1	0.67	0.85	1	1	0.81	1	1	0	1	0.2	0.6	0.6	0	0.33	0.72	0	0.3	0.6	0	0.1	0.67	0.43	0.67	0.33	1	1	0.4	1	0.29	0.22	0.43	0.43	0.1	0.17	0.43	0.7	0.96	0	0	0.1	0.1	0	1	0.9	0.77	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.1	0.1	0	0.15	0.31	0.43	0.75	0.22	0.96	0.93	0.29	0.41	0.35	0.25	0.24	0.6	0	0.43	0	0.6	0.1	0.5	0.5	0.35	0.25	0.1	0	0	0	0.08	0	0	0	0	0.1	1	0	0	0	0	0.21	0	1	0	0.6	0	0.1	0	0	0	0.1	0	0	1	0	0	0	0.33	0	0	0	0.1	0	0.5	1	0.26	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14	0.1	0	0	1	0	0	0.1	1	0	1	1	0.1	1	0
cmag_735	0.8	0.7	0.5	0.9	0.75	0.5	0.4	0.7	0.7	0.64	0.7	0.8	0.8	1	0.7	0.7	0.1	0.6	0.5	0.3	0.3	0	0.1	0.6	0	0.4	0.5	0	0.1	0.53	0.24	0.35	0.2	1	0.3	0.4	0.7	0.4	0.7	0.5	0.2	0.4	0.2	0.4	0.5	0.5	0	0	0.1	0.1	0	0.7	0.7	1	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0.1	0.1	0.1	0.2	0.67	0.2	0.2	0.64	0.5	0.2	0.3	0.2	0.1	0.4	0.3	0	0.3	0	0.2	0.3	0.3	0.1	0.3	0.4	0.2	0	0	0	0.08	0	0	0	0	0.6	0.6	0	0	0.53	0.3	0.2	0	0.5	0	0.3	0.1	0.1	0	0	0.1	0.1	0.1	0	0.6	0	0	0	0.2	0.1	0	0	0.3	0	1	0.5	0.6	0.1	0.35	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.1	0.1	0	0	0.1	0	0	0.1	0.2	0	0.5	0.3	0.4	0.3	0
cmag_736	1	0.94	1	0.5	0.5	0.75	0.33	0.8	1	0.71	0.98	1	1	1	1	1	0	0.86	0.93	0.5	0.33	0	0.5	1	0	0.4	1	0	0.1	0.67	0.33	0.5	0.33	1	0	0.72	1	0.72	1	1	0.1	0.85	1	0.6	0.75	0.82	0	0	0.22	0.21	0	1	1	1	0	0	0.33	0.17	0	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0.25	0.07	0.2	0.07	0.08	0.43	0.75	0	0.1	0.1	0.14	0.25	0.12	0	0.14	0	0	0	0	0	0.5	0	0	0	0.25	0.1	0	0	0	0.08	0	0	0	0	1	0	0	0	0.67	0.5	0.22	0	1	0	1	0	0.14	0.5	0	0	1	1	0	0.1	0	0	0	0	0	0	0.5	1	0	0.5	1	0.5	0	0.5	0	0	0	0	0	0	0.07	0	0	0	0	0	0	0	0	0.14	0	0	0	0	0	0	0.1	0	0	1	0	1	0	0
cmag_737	1	1	1	0.5	0.75	0.75	0.33	0.6	1	0.57	1	1	1	0.93	1	1	1	0.7	1	0.5	0.5	0	0	1	0	0.2	1	0	0.1	1	0.67	0.67	0.33	1	1	0.48	1	0.67	1	0.33	0.43	0.35	0.17	0.77	0.8	0.96	0.25	0.04	0.11	0.1	0	1	1	0.67	0	0	0.33	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0.15	0.38	0.43	0.42	0.25	0.96	0.93	0.36	0.48	0.25	0.25	0.96	0.67	0	0.67	0	0.5	0.5	0.5	0.25	0	0.5	0.67	0.04	0	0	0.08	0.33	0	0	0	1	1	0	0	0.67	0.5	0.17	0	1	0	0.5	1	0.14	0.5	0	0	0	0	0	1	0	0	0	0.33	0.33	0	0	0.1	0	1	1	0.5	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	1	1	1	0	0
cmag_738	1	0.94	1	0.5	0.75	0.75	1	1	1	0.86	1	1	1	1	1	1	0	0.92	1	0.5	0.5	0	0.33	1	0	0.4	1	0	0.1	1	1	0.75	0.5	0	1	0.35	1	0.35	1	1	0.1	1	0.17	0.43	0.8	1	0	0	0.1	0.1	0	1	0.8	1	0	0	0	0.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0.23	0.43	0.42	0.12	0.86	0.93	0.21	0.23	0.25	0	0.14	0.5	0.5	0.67	0	0.5	0	0	0.25	0	1	0.33	0	0	0	0	0	0	0	0	1	1	0	0	0.33	0.5	0.17	0	1	0	0.5	0	0.14	0	0	0.17	0	1	0	1	0	0	0	0.33	0.33	0	0	0	0	0	1	0.16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	1	1	1	0	0
cmag_739	1	0.94	1	0.6	0.75	0.85	0.43	0.7	1	0.67	1	1	1	0.96	1	0.85	0	1	0.37	0.35	0.35	0	0	0.85	0	0.3	0.1	0	0.1	0.67	0.43	0.67	0.33	1	0.1	0.48	1	0.67	0.22	0.43	0.43	0.44	0.17	0.1	0.3	0.2	0	0	0.1	0.1	0	1	1	0.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.1	0	0.3	0.46	0.43	0.42	0.35	0.96	0.43	0.43	0.79	0.35	0	0.96	0.6	0	0.43	0	0.1	0.6	0.6	0	0.85	0.75	0.1	0	0	0	0.08	0	0	0	0	1	1	0	0	0.67	0.6	0.27	0	0.1	0	0.6	0	0.1	0	0	0	0.1	0	0	0.6	0	0	0	0.33	0.33	0	0	0.1	0	1	0.6	0.6	0.5	0.35	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0.1	1	0	0.1	1	1	1	0
